sep=,
NKChart
X of n [Wavelength (nm)],n - n,X of k [Wavelength (nm)],k - k,X of nodes [Wavelength (nm)],nodes - k
666.881371169729,1.45613247798093,666.881371169729,0,,
666.09531429785,1.45615222392271,666.09531429785,0,,
665.309257425969,1.4561720165238,665.309257425969,0,,
664.523200554087,1.45619185594978,664.523200554087,0,,
663.737143682206,1.45621174236699,663.737143682206,0,,
662.951086810327,1.4562316759426,662.951086810327,0,,
662.165029938445,1.45625165684456,662.165029938445,0,,
661.378973066564,1.45627168524159,661.378973066564,0,,
660.592916194684,1.45629176130326,660.592916194684,0,,
659.806859322802,1.45631188519992,659.806859322802,0,,
659.020802450922,1.45633205710273,659.020802450922,0,,
658.234745579043,1.45635227718368,658.234745579043,0,,
657.448688707161,1.45637254561558,657.448688707161,0,,
656.662631835279,1.45639286257207,656.662631835279,0,,
655.876574963398,1.4564132282276,655.876574963398,0,,
655.090518091517,1.45643364275749,655.090518091517,0,,
654.304461219636,1.45645410633788,654.304461219636,0,,
653.518404347758,1.45647461914577,653.518404347758,0,,
652.732347475874,1.456495181359,652.732347475874,0,,
651.946290603995,1.45651579315629,651.946290603995,0,,
651.160233732114,1.45653645471719,651.160233732114,0,,
650.374176860232,1.45655716622215,650.374176860232,0,,
649.588119988353,1.45657792785248,649.588119988353,0,,
648.802063116473,1.45659873979036,648.802063116473,0,,
648.016006244591,1.45661960221886,648.016006244591,0,,
647.229949372709,1.45664051532195,647.229949372709,0,,
646.443892500829,1.45666147928449,646.443892500829,0,,
645.657835628948,1.45668249429223,645.657835628948,0,,
644.871778757067,1.45670356053182,644.871778757067,0,,
644.085721885186,1.45672467819086,644.085721885186,0,,
643.299665013306,1.45674584745782,643.299665013306,0,,
642.513608141424,1.45676706852212,642.513608141424,0,,
641.727551269543,1.4567883415741,641.727551269543,0,,
640.941494397664,1.45680966680504,640.941494397664,0,,
640.155437525784,1.45683104440715,640.155437525784,0,,
639.3693806539,1.45685247457358,639.3693806539,0,,
638.58332378202,1.45687395749845,638.58332378202,0,,
637.79726691014,1.45689549337683,637.79726691014,0,,
637.011210038261,1.45691708240475,637.011210038261,0,,
636.22515316638,1.4569387247792,636.22515316638,0,,
635.439096294497,1.45696042069816,635.439096294497,0,,
634.653039422618,1.45698217036058,634.653039422618,0,,
633.866982550736,1.45700397396641,633.866982550736,0,,
633.080925678857,1.45702583171657,633.080925678857,0,,
632.294868806974,1.45704774381301,632.294868806974,0,,
631.508811935094,1.45706971045866,631.508811935094,0,,
630.722755063214,1.45709173185748,630.722755063214,0,,
629.936698191332,1.45711380821442,629.936698191332,0,,
629.150641319451,1.45713593973549,629.150641319451,0,,
628.364584447571,1.45715812662771,628.364584447571,0,,
627.57852757569,1.45718036909914,627.57852757569,0,,
626.792470703808,1.45720266735888,626.792470703808,0,,
626.006413831927,1.45722502161709,626.006413831927,0,,
625.220356960048,1.45724743208497,625.220356960048,0,,
624.434300088168,1.45726989897482,624.434300088168,0,,
623.648243216285,1.45729242249997,623.648243216285,0,,
622.862186344406,1.45731500287484,622.862186344406,0,,
622.076129472523,1.45733764031494,622.076129472523,0,,
621.290072600643,1.45736033503687,621.290072600643,0,,
620.504015728763,1.45738308725832,620.504015728763,0,,
619.717958856883,1.45740655244232,619.717958856883,0,,
618.931901985002,1.45743196119566,618.931901985002,0,,
618.14584511312,1.4574574345704,618.14584511312,0,,
617.35978824124,1.45748297281338,617.35978824124,0,,
616.573731369359,1.45750857617269,616.573731369359,0,,
615.787674497477,1.4575342448977,615.787674497477,0,,
615.001617625596,1.45755997923906,615.001617625596,0,,
614.215560753715,1.45758577944868,614.215560753715,0,,
613.429503881836,1.45761164577977,613.429503881836,0,,
612.643447009956,1.45763757848685,612.643447009956,0,,
611.857390138074,1.45766357782574,611.857390138074,0,,
611.071333266191,1.45768964405358,611.071333266191,0,,
610.285276394313,1.45771577742883,610.285276394313,0,,
609.499219522431,1.45774197821128,609.499219522431,0,,
608.713162650551,1.45776824666208,608.713162650551,0,,
607.927105778671,1.4577945830437,607.927105778671,0,,
607.141048906789,1.45782098762,607.141048906789,0,,
606.354992034909,1.45784746065619,606.354992034909,0,,
605.568935163026,1.45787400241887,605.568935163026,0,,
604.782878291147,1.45790061317601,604.782878291147,0,,
603.996821419266,1.45792729319698,603.996821419266,0,,
603.210764547384,1.45795404275257,603.210764547384,0,,
602.424707675503,1.45798086211497,602.424707675503,0,,
601.638650803622,1.45800775155778,601.638650803622,0,,
600.852593931741,1.45803471135606,600.852593931741,0,,
600.066537059863,1.45806174178628,600.066537059863,0,,
599.28048018798,1.4580888431264,599.28048018798,0,,
598.494423316099,1.45811601565579,598.494423316099,0,,
597.708366444218,1.45814325965534,597.708366444218,0,,
596.922309572338,1.45817057540738,596.922309572338,0,,
596.136252700458,1.45819796319576,596.136252700458,0,,
595.350195828577,1.4582254233058,595.350195828577,0,,
594.564138956695,1.45825295602435,594.564138956695,0,,
593.778082084816,1.45828056163978,593.778082084816,0,,
592.992025212934,1.45830824044197,592.992025212934,0,,
592.205968341055,1.45833599272235,592.205968341055,0,,
591.419911469172,1.45836381877391,591.419911469172,0,,
590.633854597292,1.45839171889118,590.633854597292,0,,
589.847797725412,1.45841969337027,589.847797725412,0,,
589.061740853531,1.45844774250888,589.061740853531,0,,
588.27568398165,1.45847586660629,588.27568398165,0,,
587.489627109769,1.45850406596337,587.489627109769,0,,
586.703570237887,1.45853234088262,586.703570237887,0,,
585.917513366008,1.45856069166817,585.917513366008,0,,
585.131456494125,1.45858911862576,585.131456494125,0,,
584.345399622244,1.4586176220628,584.345399622244,0,,
583.559342750365,1.45864620228833,583.559342750365,0,,
582.773285878485,1.45867485961308,582.773285878485,0,,
581.987229006602,1.45870359434945,581.987229006602,0,,
581.201172134722,1.45873240681154,581.201172134722,0,,
580.415115262842,1.45876129731512,580.415115262842,0,,
579.62905839096,1.45879026617771,579.62905839096,0,,
578.843001519081,1.45881931371854,578.843001519081,0,,
578.056944647199,1.45884844025858,578.056944647199,0,,
577.270887775317,1.45887764612053,577.270887775317,0,,
576.484830903436,1.45890693162887,576.484830903436,0,,
575.698774031558,1.45893629710985,575.698774031558,0,,
574.912717159675,1.4589657428915,574.912717159675,0,,
