sep=,
NKChart
X of n [Wavelength (nm)],n - n,X of k [Wavelength (nm)],k - k,X of nodes [Wavelength (nm)],nodes - k
596.922309572338,1.92717844916881,596.922309572338,0,,
596.136252700458,1.9272793199787,596.136252700458,0,,
595.350195828577,1.92738067294886,595.350195828577,0,,
594.564138956695,1.92748251134046,594.564138956695,0,,
593.778082084816,1.92758483844416,593.778082084816,0,,
592.992025212934,1.9276876575804,592.992025212934,0,,
592.205968341055,1.92779097209984,592.205968341055,0,,
591.419911469172,1.92789478538363,591.419911469172,0,,
590.633854597292,1.92799910084384,590.633854597292,0,,
589.847797725412,1.92810392192376,589.847797725412,0,,
589.061740853531,1.92820925209833,589.061740853531,0,,
588.27568398165,1.9283150948745,588.27568398165,0,,
587.489627109769,1.92842145379159,587.489627109769,0,,
586.703570237887,1.92852833242169,586.703570237887,0,,
585.917513366008,1.92863573437009,585.917513366008,0,,
585.131456494125,1.92874366327563,585.131456494125,0,,
584.345399622244,1.92885212281114,584.345399622244,0,,
583.559342750365,1.92896111668384,583.559342750365,0,,
582.773285878485,1.92907064863576,582.773285878485,0,,
581.987229006602,1.92918072244419,581.987229006602,0,,
581.201172134722,1.92929134192208,581.201172134722,0,,
580.415115262842,1.9294025109185,580.415115262842,0,,
579.62905839096,1.92951423331908,579.62905839096,0,,
578.843001519081,1.92962651304647,578.843001519081,0,,
578.056944647199,1.92973935406081,578.056944647199,0,,
577.270887775317,1.92985276036017,577.270887775317,0,,
576.484830903436,1.92996673598107,576.484830903436,0,,
575.698774031558,1.93008128499892,575.698774031558,0,,
574.912717159675,1.93019641152855,574.912717159675,0,,
574.126660287794,1.93031211972468,574.126660287794,0,,
573.340603415914,1.93042841378247,573.340603415914,0,,
572.554546544035,1.93054529793798,572.554546544035,0,,
571.768489672153,1.93066277646876,571.768489672153,0,,
570.982432800271,1.93078085369432,570.982432800271,0,,
570.196375928391,1.93089953397674,570.196375928391,0,,
569.410319056511,1.93101882172117,569.410319056511,0,,
568.62426218463,1.93113872137641,568.62426218463,0,,
567.838205312749,1.93125923743551,567.838205312749,0,,
567.052148440868,1.93138037443629,567.052148440868,0,,
566.266091568986,1.931502136962,566.266091568986,0,,
565.480034697105,1.93162452964188,565.480034697105,0,,
564.693977825226,1.93174755715179,564.693977825226,0,,
563.907920953344,1.9318712242148,563.907920953344,0,,
